08:05:24 22:40:56 UTC,432.0,0.0,11.52,0.04,45.0,19.2,67.0,31.4
08:05:24 22:41:07 UTC,433.0,0.0,9.86,0.04,17.0,16.43,67.0,31.4
08:05:24 22:41:17 UTC,480.0,0.0,9.86,0.04,76.0,16.43,67.0,31.4
08:05:24 22:41:28 UTC,466.0,0.0,9.86,0.04,103.0,16.43,67.0,31.4
08:05:24 22:41:38 UTC,407.0,0.0,10.69,0.03,26.0,17.82,67.0,31.4
08:05:24 22:41:49 UTC,409.0,0.0,26.46,0.03,16.0,44.1,67.0,31.4
08:05:24 22:42:00 UTC,402.0,0.0,9.86,0.03,0.0,16.43,67.0,31.4
08:05:24 22:42:10 UTC,407.0,0.0,9.86,0.03,0.0,16.43,67.0,31.4
08:05:24 22:42:21 UTC,413.0,0.0,10.69,0.03,0.0,17.82,67.0,31.4
08:05:24 22:42:31 UTC,442.0,0.0,9.86,0.03,0.0,16.43,67.0,31.4
08:05:24 22:42:42 UTC,416.0,0.0,9.86,0.03,9.0,16.43,67.0,31.4
08:05:24 22:42:52 UTC,439.0,0.0,9.86,0.03,31.0,16.43,67.0,31.4
08:05:24 22:43:03 UTC,435.0,0.0,9.86,0.03,40.0,16.43,67.0,31.4
08:05:24 22:43:13 UTC,411.0,0.0,10.69,0.03,33.0,17.82,67.0,31.4
08:05:24 22:43:24 UTC,433.0,0.0,10.69,0.03,29.0,17.82,67.0,31.4
08:05:24 22:43:35 UTC,424.0,0.0,9.86,0.03,21.0,16.43,67.0,31.4
08:05:24 22:43:45 UTC,445.0,0.0,14.01,0.03,41.0,23.35,67.0,31.4
08:05:24 22:43:56 UTC,469.0,0.0,10.69,0.03,65.0,17.82,67.0,31.4
08:05:24 22:44:06 UTC,454.0,0.0,10.69,0.03,87.0,17.82,67.0,31.4
08:05:24 22:44:17 UTC,415.0,0.0,12.35,0.03,57.0,20.59,67.0,31.4
08:05:24 22:44:27 UTC,463.0,0.0,9.86,0.03,59.0,16.43,67.0,31.5
08:05:24 22:44:38 UTC,442.0,0.0,9.86,0.03,74.0,16.43,67.0,31.5
08:05:24 22:44:48 UTC,467.0,0.0,10.69,0.03,79.0,17.82,67.0,31.5
08:05:24 22:44:59 UTC,436.0,0.0,22.31,0.03,76.0,37.19,67.0,31.5
08:05:24 22:45:09 UTC,414.0,0.0,9.86,0.03,27.0,16.43,67.0,31.5
08:05:24 22:45:20 UTC,452.0,0.0,9.86,0.03,51.0,16.43,67.0,31.5
08:05:24 22:45:31 UTC,438.0,0.0,10.69,0.03,45.0,17.82,67.0,31.4
08:05:24 22:45:41 UTC,422.0,0.0,9.86,0.03,48.0,16.43,67.0,31.4
08:05:24 22:45:52 UTC,414.0,0.0,10.69,0.03,28.0,17.82,67.0,31.5
08:05:24 22:46:02 UTC,441.0,0.0,9.86,0.03,25.0,16.43,67.0,31.4
08:05:24 22:46:13 UTC,433.0,0.0,9.86,0.03,47.0,16.43,67.0,31.4
08:05:24 22:46:23 UTC,445.0,0.0,10.69,0.03,26.0,17.82,67.0,31.4
08:05:24 22:46:34 UTC,404.0,0.0,10.69,0.02,10.0,17.82,67.0,31.4
08:05:24 22:46:44 UTC,415.0,0.0,11.52,0.03,0.0,19.2,67.0,31.4
08:05:24 22:46:55 UTC,428.0,0.0,9.86,0.03,0.0,16.43,67.0,31.4
08:05:24 22:47:05 UTC,400.0,0.0,9.86,0.02,0.0,16.43,67.0,31.4
08:05:24 22:47:16 UTC,400.0,0.0,11.52,0.02,0.0,19.2,67.0,31.3
08:05:24 22:47:27 UTC,400.0,0.0,9.86,0.02,0.0,16.43,67.0,31.3
08:05:24 22:47:37 UTC,400.0,0.0,9.86,0.03,0.0,16.43,67.0,31.3
08:05:24 22:47:48 UTC,400.0,0.0,10.69,0.02,0.0,17.82,67.0,31.3
08:05:24 22:47:58 UTC,400.0,0.0,10.69,0.02,0.0,17.82,67.0,31.3
08:05:24 22:48:09 UTC,400.0,0.0,9.03,0.02,0.0,15.05,67.0,31.3
08:05:24 22:48:19 UTC,412.0,0.0,13.18,0.02,0.0,21.97,67.0,31.3
08:05:24 22:48:30 UTC,435.0,0.0,9.86,0.02,14.0,16.43,67.0,31.3
08:05:24 22:48:40 UTC,431.0,0.0,9.86,0.02,57.0,16.43,67.0,31.3
08:05:24 22:48:51 UTC,450.0,0.0,11.52,0.02,56.0,19.2,67.0,31.3
08:05:24 22:49:02 UTC,424.0,0.0,11.52,0.02,32.0,19.2,67.0,31.3
08:05:24 22:49:12 UTC,431.0,0.0,12.35,0.02,8.0,20.59,67.0,31.4
08:05:24 22:49:23 UTC,459.0,0.0,9.86,0.02,56.0,16.43,67.0,31.4
08:05:24 22:49:33 UTC,462.0,0.0,11.52,0.02,61.0,19.2,67.0,31.4
08:05:24 22:49:44 UTC,441.0,0.0,9.86,0.02,47.0,16.43,67.0,31.4
08:05:24 22:49:54 UTC,413.0,0.0,13.18,0.02,32.0,21.97,67.0,31.5
08:05:24 22:50:05 UTC,456.0,0.0,9.03,0.02,64.0,15.05,67.0,31.5
08:05:24 22:50:15 UTC,438.0,0.0,12.35,0.02,24.0,20.59,67.0,31.5
08:05:24 22:50:26 UTC,460.0,0.0,11.52,0.02,68.0,19.2,67.0,31.5
08:05:24 22:50:36 UTC,472.0,0.0,9.86,0.02,85.0,16.43,67.0,31.5
08:05:24 22:50:47 UTC,444.0,0.0,9.86,0.02,57.0,16.43,66.0,31.5
08:05:24 22:50:58 UTC,428.0,0.0,10.69,0.02,17.0,17.82,66.0,31.5
08:05:24 22:51:08 UTC,428.0,0.0,9.03,0.02,0.0,15.05,66.0,31.6
08:05:24 22:51:19 UTC,400.0,0.0,9.86,0.02,3.0,16.43,66.0,31.6
08:05:24 22:51:29 UTC,418.0,0.0,9.86,0.02,0.0,16.43,66.0,31.6
08:05:24 22:51:40 UTC,425.0,0.0,9.86,0.02,0.0,16.43,66.0,31.6
08:05:24 22:51:50 UTC,450.0,0.0,9.86,0.02,4.0,16.43,66.0,31.6
08:05:24 22:52:01 UTC,426.0,0.0,9.86,0.02,30.0,16.43,66.0,31.6
08:05:24 22:52:11 UTC,426.0,0.0,10.69,0.02,8.0,17.82,66.0,31.6
08:05:24 22:52:22 UTC,443.0,0.0,9.86,0.02,27.0,16.43,66.0,31.6
08:05:24 22:52:33 UTC,431.0,0.0,9.03,0.02,20.0,15.05,66.0,31.6
08:05:24 22:52:43 UTC,420.0,0.0,10.69,0.02,2.0,17.82,66.0,31.6
08:05:24 22:52:54 UTC,400.0,0.0,9.86,0.02,0.0,16.43,66.0,31.6
08:05:24 22:53:04 UTC,426.0,0.0,9.86,0.02,0.0,16.43,66.0,31.6
08:05:24 22:53:15 UTC,441.0,0.0,11.52,0.02,39.0,19.2,66.0,31.6
08:05:24 22:53:25 UTC,432.0,0.0,9.86,0.02,33.0,16.43,66.0,31.6
08:05:24 22:53:36 UTC,400.0,0.0,9.86,0.02,0.0,16.43,66.0,31.6
08:05:24 22:53:46 UTC,400.0,0.0,10.69,0.02,0.0,17.82,66.0,31.5
08:05:24 22:53:57 UTC,402.0,0.0,13.18,0.02,0.0,21.97,66.0,31.5
08:05:24 22:54:07 UTC,432.0,0.0,9.86,0.02,0.0,16.43,66.0,31.5
08:05:24 22:54:18 UTC,441.0,0.0,9.86,0.02,28.0,16.43,66.0,31.5
08:05:24 22:54:29 UTC,433.0,0.0,9.03,0.02,37.0,15.05,66.0,31.4
08:05:24 22:54:39 UTC,400.0,0.0,10.69,0.02,0.0,17.82,67.0,31.4
08:05:24 22:54:50 UTC,400.0,0.0,9.86,0.02,0.0,16.43,67.0,31.4
08:05:24 22:55:00 UTC,400.0,0.0,11.52,0.02,0.0,19.2,67.0,31.3
08:05:24 22:55:11 UTC,400.0,0.0,9.86,0.02,0.0,16.43,67.0,31.3
08:05:24 22:55:21 UTC,400.0,0.0,9.86,0.02,0.0,16.43,67.0,31.3
08:05:24 22:55:32 UTC,411.0,0.0,9.86,0.02,0.0,16.43,67.0,31.3
08:05:24 22:55:42 UTC,400.0,0.0,9.03,0.02,0.0,15.05,67.0,31.2
08:05:24 22:55:53 UTC,402.0,0.0,10.69,0.02,0.0,17.82,68.0,31.2
08:05:24 22:56:03 UTC,400.0,0.0,11.52,0.02,0.0,19.2,68.0,31.2
08:05:24 22:56:14 UTC,400.0,0.0,9.86,0.02,0.0,16.43,68.0,31.2
08:05:24 22:56:25 UTC,400.0,0.0,12.35,0.02,0.0,20.59,68.0,31.2
08:05:24 22:56:35 UTC,400.0,0.0,9.86,0.02,0.0,16.43,68.0,31.2
08:05:24 22:56:46 UTC,403.0,0.0,9.86,0.02,0.0,16.43,68.0,31.2
08:05:24 22:56:56 UTC,402.0,0.0,15.67,0.02,0.0,26.12,68.0,31.2
08:05:24 22:57:07 UTC,400.0,0.0,11.52,0.02,0.0,19.2,68.0,31.2
08:05:24 22:57:17 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:57:28 UTC,406.0,0.0,17.33,0.02,0.0,28.89,68.0,31.2
08:05:24 22:57:38 UTC,416.0,0.0,9.86,0.02,0.0,16.43,68.0,31.2
08:05:24 22:57:49 UTC,407.0,0.0,10.69,0.01,0.0,17.82,68.0,31.2
08:05:24 22:58:00 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:58:10 UTC,407.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:58:21 UTC,400.0,0.0,10.69,0.01,0.0,17.82,68.0,31.2
08:05:24 22:58:31 UTC,400.0,0.0,9.86,0.02,0.0,16.43,68.0,31.2
08:05:24 22:58:42 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:58:52 UTC,400.0,0.0,12.35,0.01,0.0,20.59,68.0,31.2
08:05:24 22:59:03 UTC,401.0,0.0,9.03,0.01,0.0,15.05,68.0,31.2
08:05:24 22:59:13 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:59:24 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:59:34 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:59:45 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 22:59:56 UTC,421.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 23:00:06 UTC,414.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 23:00:17 UTC,415.0,0.0,9.86,0.01,24.0,16.43,68.0,31.2
08:05:24 23:00:27 UTC,400.0,0.0,11.52,0.01,0.0,19.2,68.0,31.2
08:05:24 23:00:38 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 23:00:48 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.2
08:05:24 23:00:59 UTC,400.0,0.0,15.67,0.01,0.0,26.12,68.0,31.3
08:05:24 23:01:09 UTC,400.0,0.0,10.69,0.01,0.0,17.82,68.0,31.3
08:05:24 23:01:20 UTC,400.0,0.0,11.52,0.01,0.0,19.2,68.0,31.3
08:05:24 23:01:30 UTC,400.0,0.0,9.86,0.01,0.0,16.43,68.0,31.3
08:05:24 23:01:41 UTC,407.0,0.0,9.86,0.01,0.0,16.43,68.0,31.3
08:05:24 23:01:52 UTC,411.0,0.0,9.86,0.01,0.0,16.43,68.0,31.3
08:05:24 23:02:02 UTC,426.0,0.0,9.86,0.01,3.0,16.43,68.0,31.3
08:05:24 23:02:13 UTC,424.0,0.0,12.35,0.01,17.0,20.59,68.0,31.3
08:05:24 23:02:23 UTC,430.0,0.0,9.03,0.01,39.0,15.05,68.0,31.3
08:05:24 23:02:34 UTC,448.0,0.0,9.03,0.01,54.0,15.05,68.0,31.3
08:05:24 23:02:44 UTC,442.0,0.0,22.31,0.01,61.0,37.19,68.0,31.3
08:05:24 23:02:55 UTC,411.0,0.0,10.69,0.01,41.0,17.82,68.0,31.3
08:05:24 23:03:05 UTC,418.0,0.0,11.52,0.01,33.0,19.2,68.0,31.3
08:05:24 23:03:16 UTC,417.0,0.0,16.5,0.01,29.0,27.5,68.0,31.3
08:05:24 23:03:27 UTC,400.0,0.0,16.5,0.01,0.0,27.5,68.0,31.3
